FID,Shape,FID_1,Area,Block,Profile,EC,SAR,E_Depth,WT,CaCO3,Gypsum,OM,N,P,K,Fe,Mn,Zn,Cu,TEXTURE_AL,pH,Long,Lat
1009,Point,2489,1,87,274,2.44,7.66,150,150,5.59,1.68,2.19,84,29.96,395,3,3,1.3,5.2,Clay,7.7,"30° 32' 56.211"" E","30° 58' 19.996"" N"
292,Point,814,1,36,575,0.9,1.2,150,150,7.5,0.9,1.15,112,18.3,420,6.325,6.325,0.8,3.85,Clay,7.71,"30° 6' 26.187"" E","31° 11' 27.193"" N"
1168,Point,3304,4,146,272,3.66,7.16,150,200,0.25,1.8,0.13,131.25,2.97,169.84,3.12,1.03,0.7,0.45,Clay,8.39,"30° 50' 15.196"" E","30° 31' 51.347"" N"
1018,Point,2498,1,87,580,1.25,3.61,150,150,5.98,1.98,2.46,112,17,525,3,4.5,0.65,2.3,Clay,6.72,"30° 36' 23.600"" E","30° 57' 48.204"" N"
767,Point,2226,1,116,622,1.81,2.6,120,100,13.2,0.98,2.3,100.4,27.1,520,8.75,6.775,1.2,5.2,Clay,7.39,"30° 44' 34.049"" E","30° 54' 2.146"" N"
827,Point,2291,1,68,179,3.2,3.47,150,150,5.72,0.79,1.42,53.6,15.4,490,6.2925,2.95,1.55,4.85,Clay,7.56,"30° 24' 42.043"" E","31° 9' 56.100"" N"
60,Point,404,1,45,531,1.01,1.9,150,150,2.1,0.12,0.45,71.4,13.8,430,5.3625,3.125,0.8,3.9,Clay,8.13,"30° 13' 41.554"" E","31° 9' 20.138"" N"
1117,Point,2597,1,68,410,1.69,2.64,150,150,5.62,0.77,1.72,91.2,17.8,551,9.275,3.45,1,5.4,Clay,7.33,"30° 27' 12.423"" E","31° 11' 50.406"" N"
592,Point,1403,1,45,618,2.42,1.9,120,150,4.1,0.73,1.74,88,14,480,9.25,5.2875,0.9,4.1,Clay,7.92,"30° 14' 37.409"" E","31° 10' 57.875"" N"
884,Point,2356,1,67,618,0.9,1.6,150,110,5.2,1.5,1.1,129.6,17.8,400,5.05,4.875,0.85,1.6,Clay,7.65,"30° 29' 27.056"" E","31° 4' 16.387"" N"
978,Point,2458,1,88,277,2.55,3.17,120,120,3.21,0.91,2.16,106,30.112,480,5.925,6.925,0.37,4.8,Clay,7.54,"30° 33' 14.068"" E","31° 1' 51.114"" N"
736,Point,2194,1,115,335,0.6,2.3,150,150,6.5,1.5,1.1,93.6,27.5,395,3.35,9.375,0.78,4.6,Clay,7.84,"30° 42' 4.034"" E","30° 50' 46.996"" N"
179,Point,673,1,67,85,2.44,5.56,150,150,5.2,1,2.7,141.6,19.1,550,3.275,10.275,1.16,2.7,Clay,7,"30° 23' 30.258"" E","31° 0' 11.316"" N"
234,Point,751,1,116,274,1.4,1.7,120,150,13.2,1.08,2.1,156,23,440,7.325,7.025,1,4.9,Clay,7.82,"30° 40' 28.407"" E","30° 58' 21.358"" N"
712,Point,2163,1,86,558,1.32,2.4,150,150,9,0.75,1.52,129.6,25.8,460,7.1,5.85,0.35,4.7,Clay,7.78,"30° 36' 6.244"" E","30° 51' 50.973"" N"
681,Point,1507,1,116,13,1.44,3.9,120,150,8,0.52,2.37,92,23,425,3.75,2.75,1.5,4.2,Clay,8.28,"30° 37' 39.401"" E","30° 55' 54.782"" N"
983,Point,2463,1,87,219,2.46,6.7,150,150,5.87,1.64,2.01,81.6,7.9,390,4.175,7.85,0.76,2,Clay,7.73,"30° 32' 18.450"" E","30° 58' 36.097"" N"
691,Point,1517,1,116,405,1.2,4.1,120,150,14.1,0.67,2.5,45.6,20.3,400,3.3,10.025,0.24,2,Clay,7.79,"30° 42' 3.073"" E","30° 55' 55.469"" N"
761,Point,2219,1,115,159,2.2,3.2,120,150,9.2,1.5,1.8,100.4,22.35,510,8.75,7.5,1.2,5.2,Clay,7.1,"30° 39' 34.130"" E","30° 47' 48.033"" N"
876,Point,2348,1,67,654,2.48,8,150,110,4.9,1.3,2.9,92,12,480,6.325,3.125,0.87,4.15,Clay,7.65,"30° 29' 45.144"" E","31° 6' 42.572"" N"
1186,Point,3538,4,147,28,2.69,2.26,150,200,2.07,0.12,1.6,246.75,2.64,242.4,1.79,1.84,2.03,0.82,Clay,8.68,"30° 45' 32.039"" E","30° 44' 1.536"" N"
1131,Point,2611,1,88,187,1.9,3.6,150,150,3.13,0.83,1.64,84.4,27.1,550,8.375,4.45,1.5,5.5,Clay,6.73,"30° 31' 57.225"" E","31° 6' 43.070"" N"
160,Point,631,1,67,95,4.61,8.7,150,150,5.3,1.1,3,105.6,13.4,360,5.025,5.125,0.62,3.85,Clay,8.05,"30° 23' 29.225"" E","31° 2' 53.660"" N"
605,Point,1417,1,56,167,3.55,1.1,120,150,12,2.7,2.44,140,28,490,9.4625,5.7,1.1,4.8,Clay,8.2,"30° 17' 9.440"" E","31° 8' 48.870"" N"
387,Point,931,1,44,572,3.8,8.6,150,150,5.7,0.56,0.98,136,9,410,3.825,4.1,0.8,4.2,Clay,7.97,"30° 14' 3.432"" E","31° 3' 6.878"" N"
1015,Point,2495,1,87,185,3.76,7.44,150,150,5.47,1.44,1.88,72,9.16,425,3,4.5,1.4,3.6,Clay,8.02,"30° 32' 0.083"" E","30° 56' 58.620"" N"
1170,Point,3431,4,114,155,1.53,3.35,150,200,0.19,1.4,0.1,35.59,4.11,249.4,7.52,15.78,1.69,6.38,Clay,8.04,"30° 40' 50.273"" E","30° 43' 12.218"" N"
984,Point,2464,1,87,217,2.87,6.82,120,150,7.14,1.56,2.11,124.4,11.8,520,6.675,8.9,0.66,3.6,Clay,6.85,"30° 32' 18.607"" E","30° 58' 3.627"" N"
545,Point,1178,1,27,640,1.7,2.8,120,150,12.9,0.88,1.5,92,21,420,7.75,4,0.5,4.3,Clay,8.21,"29° 59' 56.478"" E","31° 0' 34.966"" N"
28,Point,28,1,54,273,5.1,3,150,150,2.5,1,1.6,96,17,485,3.35,3.95,0.92,5.8,Clay,7.62,"30° 17' 51.970"" E","30° 57' 59.719"" N"
657,Point,1478,1,55,271,1.1,2,150,150,3.5,1.15,2.15,96,7,350,9.25,6.325,0.5,5.2,Clay,8.04,"30° 18' 9.154"" E","31° 1' 47.099"" N"
733,Point,2191,1,115,348,1,3.4,120,150,6.4,1.2,1.5,107.2,28.4,290,6.4,8.025,0.23,3.5,Clay,7.57,"30° 42' 23.099"" E","30° 49' 25.861"" N"
1175,Point,3443,4,114,239,0.75,1.32,150,200,0.15,1.3,0.17,39.55,20.81,260.6,5.28,14.52,3.45,2.38,Clay,7.5,"30° 44' 35.912"" E","30° 42' 24.012"" N"
1173,Point,3441,4,114,233,3.26,4.03,150,200,0.25,1.6,0.17,35.59,7.64,178.6,4.32,14.7,2.23,7.02,Clay,9.13,"30° 42' 43.173"" E","30° 42' 23.775"" N"
668,Point,1491,1,55,653,1,2.4,150,150,7.8,2.4,2.11,72,10,390,4.4625,5.5,1,4.3,Clay,7.68,"30° 22' 12.301"" E","31° 6' 40.576"" N"
986,Point,2466,1,87,272,2.79,5.24,150,150,6.75,1.25,2.22,141.6,20.1,600,5.075,7.95,0.51,5.1,Clay,7.17,"30° 32' 56.364"" E","30° 57' 47.526"" N"
494,Point,1117,1,34,484,1.7,1.2,150,150,19.28,0.54,1.86,132,33,650,11.5,5.25,0.75,6,Clay,6.69,"30° 5' 38.483"" E","30° 55' 45.273"" N"
1147,Point,2627,1,68,536,1.32,2.62,150,150,5.74,0.9,1.48,108.4,27.1,550,9.45,4.575,1.2,5.5,Clay,7.5,"30° 28' 48.095"" E","31° 8' 3.518"" N"
731,Point,2189,1,115,308,1.5,2.1,120,150,4.5,1.1,1.5,107.2,28.4,290,6.4,8.025,0.23,3.5,Clay,7.81,"30° 41' 45.679"" E","30° 48' 20.832"" N"
1122,Point,2602,1,68,236,1.61,2.88,150,150,5.62,1,1.56,103.2,19.96,510,6.275,2.325,0.9,4.9,Clay,6.56,"30° 25' 19.703"" E","31° 10' 12.505"" N"
76,Point,435,1,69,323,1.47,2.4,150,150,6.45,2.3,2.21,100,28.7,515,8.3,9.075,1.6,3.4,Clay,6.87,"30° 26' 13.259"" E","31° 18' 52.243"" N"
825,Point,2289,1,89,155,1.87,5.27,120,150,2.1,0.84,1.9,63.6,15.7,410,3.45,3.375,1.11,4.35,Clay,7.91,"30° 32' 15.226"" E","31° 9' 41.718"" N"
151,Point,622,1,67,347,3.2,5.26,150,150,4.8,1.4,2.8,61.6,13.8,430,2.925,8.85,0.83,2.1,Clay,8.09,"30° 26' 18.546"" E","31° 3' 59.368"" N"
41,Point,149,1,54,241,3.7,1.8,150,150,10.3,1.8,1.6,132,28,295,3.225,4.1,0.55,4.1,Clay,8.16,"30° 17' 33.610"" E","30° 56' 54.679"" N"
190,Point,684,1,54,251,1.58,1.6,120,150,8.2,2.3,1.9,113.2,18.8,400,6.3,5.525,0.52,2.5,Clay,8.05,"30° 17' 32.411"" E","30° 59' 37.021"" N"
857,Point,2324,1,86,302,2.5,3.1,150,150,7.1,1.17,2.13,112,17,390,4.55,9.375,0.73,3.9,Clay,8.1,"30° 33' 17.162"" E","30° 50' 45.479"" N"
855,Point,2322,1,86,189,1.75,2.3,150,150,7.6,0.84,2.07,112,17,390,4.55,9.375,0.73,3.9,Clay,7.87,"30° 32' 1.975"" E","30° 50' 28.978"" N"
1108,Point,2588,1,68,556,1.62,2.89,150,150,5.42,0.98,1.62,79.6,5.3,380,4.45,3.45,0.8,4.1,Clay,8,"30° 28' 46.316"" E","31° 13' 28.203"" N"
897,Point,2369,1,88,62,1.1,2.5,120,150,3.54,0.84,2.5,93.6,21.7,295,3.85,3.275,0.43,2,Clay,8.26,"30° 30' 43.163"" E","31° 2' 6.802"" N"
481,Point,1062,1,34,608,1.7,4.9,150,120,26.48,0.87,1.82,128,32,680,10.5,5.5,0.6,4.3,Clay,7.1,"30° 6' 52.009"" E","30° 59' 0.598"" N"
756,Point,2214,1,115,90,1.5,2.4,120,150,8.2,1.2,0.85,68,25.1,440,3.825,3.95,1.35,4.8,Clay,7.51,"30° 38' 37.528"" E","30° 48' 36.587"" N"
1157,Point,3268,4,114,8,2.83,4.94,150,200,0.16,1,0.11,63.28,5.26,155.9,4.58,16.56,1.8,6.46,Clay,8.72,"30° 39' 53.558"" E","30° 44' 49.490"" N"
166,Point,637,1,67,115,3.7,8.62,150,120,5.2,1.2,2.8,53.2,16.7,280,2.3,2.925,0.28,1.9,Clay,8.25,"30° 23' 48.900"" E","31° 0' 43.874"" N"
792,Point,2251,1,90,30,2.4,2.06,150,200,1.9,2.16,1.84,118,35.5,420,6.4,8.3,1.15,6.1,Clay,8.16,"30° 30' 19.160"" E","31° 18' 37.023"" N"
1104,Point,2584,1,68,246,2.1,3.89,150,150,6.22,0.82,1.47,71.6,14.99,510,6.775,4.45,1.2,4.8,Clay,7.07,"30° 25' 18.715"" E","31° 12' 54.846"" N"
541,Point,1174,1,27,249,4.8,6.8,150,150,11.5,1.3,2.5,132,32,540,8.75,4.75,0.9,4.7,Clay,7.2,"29° 55' 32.451"" E","31° 0' 49.076"" N"
395,Point,941,1,54,193,2.55,2.6,100,150,11.5,1.2,1.72,70,13.4,310,6.875,4.45,0.7,3.8,Clay,7.75,"30° 16' 54.965"" E","30° 59' 4.345"" N"
138,Point,593,1,65,582,1.05,1.2,150,150,5.35,0.45,0.6,10,16.6,240,7.175,6.35,0.98,3.5,Clay,7.52,"30° 28' 53.731"" E","30° 50' 44.497"" N"
315,Point,838,1,36,654,1.66,2,150,125,8.8,4.1,2.24,60,15,480,7.075,8.95,1.1,4.4,Clay,7.54,"30° 7' 23.584"" E","31° 10' 6.418"" N"
628,Point,1445,1,55,475,2.85,7.5,150,150,14.7,1.3,2.62,120,8,370,6.75,3.375,0.7,4,Clay,8.16,"30° 20' 20.218"" E","31° 3' 57.668"" N"
296,Point,818,1,36,522,1.8,1.5,150,150,8.5,0.38,0.57,70,13.4,400,3.975,5.325,0.7,3.15,Clay,7.55,"30° 5' 47.958"" E","31° 12' 15.628"" N"
431,Point,996,1,43,247,2,3.3,120,150,17.1,3.5,1.5,68,8,380,6.25,3.275,1.2,4.1,Clay,7.74,"30° 10' 0.006"" E","30° 59' 50.554"" N"
682,Point,1508,1,116,41,1.59,4,120,150,10.3,0.68,2.32,92,23,425,3.75,2.75,1.5,4.2,Clay,7.92,"30° 37' 58.235"" E","30° 55' 54.836"" N"
653,Point,1474,1,55,249,0.85,2.4,120,150,7.4,2.5,2.2,120,9,405,17.625,11.4125,0.55,5.3,Clay,7.82,"30° 17' 49.585"" E","31° 3' 24.401"" N"
639,Point,1456,1,55,135,1.2,4.1,150,150,10.3,1.3,2.16,112,17,370,5.3625,4.4625,0.9,4.2,Clay,7.91,"30° 16' 34.403"" E","31° 2' 51.515"" N"
1021,Point,2501,1,68,76,2.4,3.87,150,150,5.61,0.42,1.32,76,12,410,8,4.7,1.1,4.15,Clay,7.82,"30° 23' 26.007"" E","31° 11' 16.918"" N"
766,Point,2224,1,115,215,0.8,2.6,120,150,8,0.6,1.2,108.4,22.3,550,7.95,5.575,1.4,5.3,Clay,6.57,"30° 40' 11.132"" E","30° 50' 46.721"" N"
661,Point,1483,1,55,239,2.3,2.5,150,150,6.45,1.2,2.17,84,9,380,7.0875,4.975,0.8,4.8,Clay,7.62,"30° 17' 50.779"" E","31° 0' 42.061"" N"
878,Point,2350,1,67,406,3.4,4.69,150,150,5,1.3,2.6,54,7.8,360,2.4,7.675,0.32,2.6,Clay,8.25,"30° 26' 55.796"" E","31° 5' 20.703"" N"
820,Point,2284,1,68,615,1.42,2.09,150,150,10.36,0.88,1.46,95.2,13.1,480,3.35,3.275,1.11,4.45,Clay,7.58,"30° 29' 23.836"" E","31° 14' 17.057"" N"
860,Point,2327,1,86,572,1.52,1.2,150,150,8.4,1.05,2.02,101.2,14.2,245,4.175,8.1,0.6,2.6,Clay,7.9,"30° 36' 25.992"" E","30° 48' 3.735"" N"
740,Point,2198,1,115,148,11,10.5,150,150,7,1,1.5,60.4,13.3,430,5.75,3.075,1,4.8,Clay,7.52,"30° 39' 14.623"" E","30° 51' 2.809"" N"
1145,Point,2625,1,89,80,1.17,3.2,120,150,2.3,0.77,1.4,109.6,9,410,4.45,3.1,1.15,4.4,Clay,8.27,"30° 30' 59.629"" E","31° 9' 57.674"" N"
809,Point,2273,1,68,456,5.35,9.55,150,150,6.21,0.75,1.36,92.4,13.8,480,4.25,2.1,0.8,4.8,Clay,7.59,"30° 27' 51.110"" E","31° 9' 8.223"" N"
945,Point,2419,1,117,313,1.32,2.3,150,150,7.9,2.76,1.01,88,21,410,10.2,9.25,0.8,2.8,Clay,7.69,"30° 41' 43.412"" E","31° 0' 15.188"" N"
718,Point,2169,1,115,103,1.4,2.8,120,150,78,1,0.9,91.6,10.4,440,5.2,4.875,0.44,4.6,Clay,8.28,"30° 38' 36.746"" E","30° 52' 7.648"" N"
559,Point,1361,1,35,27,1.96,3.6,100,100,7,3.6,0.6,134,8.33,415,8,5.5,0.95,5.1,Clay,7.76,"30° 0' 11.260"" E","31° 7' 4.697"" N"
379,Point,920,1,53,667,2.1,4.4,100,120,4,0.98,0.45,80,21,395,6.4,6.45,0.97,2.6,Clay,8.16,"30° 22' 17.956"" E","30° 52' 20.153"" N"
232,Point,749,1,116,103,2,3.5,120,150,7,0.84,1.9,140,16,480,8.85,8.825,0.8,4.4,Clay,7.95,"30° 38' 35.539"" E","30° 57' 32.353"" N"
12,Point,12,1,116,257,1.2,3.6,120,150,13,1,1.9,62.8,20.3,220,4.125,5.275,0.65,2.6,Clay,8.46,"30° 40' 29.345"" E","30° 53' 45.358"" N"
473,Point,1045,1,44,33,2.37,3.6,150,100,3,0.9,1.2,92,14,320,8.75,3,0.9,6,Clay,8.16,"30° 8' 6.204"" E","31° 1' 10.977"" N"
246,Point,763,1,37,170,1.79,1.17,100,100,10.92,1.05,2.18,115.6,19.5,480,8.075,8.775,1.1,4.3,Clay,7.7,"30° 4' 49.414"" E","31° 15' 30.018"" N"
964,Point,2444,1,88,518,1.1,1.6,150,150,3.46,0.89,2.12,160,13.3,390,5.325,6.325,1,5,Clay,7.54,"30° 36' 3.880"" E","31° 1' 19.201"" N"
611,Point,1425,1,55,421,2.25,2.2,150,150,10.5,0.45,2,84,22,410,5.2875,4.4375,1,4.3,Clay,8.09,"30° 19' 42.272"" E","31° 4' 29.941"" N"
213,Point,714,1,66,216,3.8,12.3,150,150,5.35,0.65,2.15,60.4,16.4,500,4.575,8.075,0.35,5.3,Clay,8.04,"30° 24' 46.542"" E","30° 57' 45.555"" N"
503,Point,1132,1,35,406,1.82,1.5,120,150,6,2.8,1.6,80,25,700,9.75,5.25,1.3,5.4,Clay,7.19,"30° 4' 37.455"" E","31° 3' 35.638"" N"
803,Point,2267,1,89,307,1.09,2.5,150,150,3.1,1.18,2.1,84,13,420,3.125,4.25,1.2,5.7,Clay,8.29,"30° 35' 24.504"" E","31° 7' 48.717"" N"
888,Point,2360,1,67,586,1.25,2.13,150,120,4.9,1.1,2.7,93.2,19.7,375,4.225,4.3,0.46,2.7,Clay,8.16,"30° 29' 8.633"" E","31° 2' 55.139"" N"
284,Point,806,1,45,80,1.7,1,150,150,8.2,0.98,1.08,89.2,6.3,420,5.3375,5.3375,0.5,4.3,Clay,8.07,"30° 8' 18.158"" E","31° 13' 54.063"" N"
802,Point,2266,1,89,314,1.2,2.8,120,150,2.5,1.01,1.9,100,20,425,3.625,4.75,1.1,2.3,Clay,8.11,"30° 35' 24.014"" E","31° 9' 42.359"" N"
575,Point,1380,1,56,576,2.18,2.9,70,70,4.1,5.8,1.47,84,18,445,6.775,6.7875,0.8,4.8,Clay,8.19,"30° 21' 52.133"" E","31° 9' 55.291"" N"
675,Point,1500,1,44,206,2.37,3.7,150,150,2.5,1.1,0.8,108,17,480,6.75,3.25,1.3,5,Clay,7.81,"30° 9' 58.591"" E","31° 2' 32.889"" N"
201,Point,701,1,54,522,3.97,6.9,110,150,3.2,1.3,2.81,44.8,7.5,360,3.525,9.675,0.96,2,Clay,8.07,"30° 20' 41.858"" E","30° 57' 11.908"" N"
644,Point,1464,1,44,637,2.38,3.4,150,40,2,0.6,1.2,92,17,310,4.75,4.25,0.55,3.4,Clay,7.52,"30° 14' 39.987"" E","31° 5' 33.204"" N"
319,Point,842,1,36,488,3.67,8.1,100,100,8.5,0.95,1.23,109.4,12.3,410,5.575,5.525,0.85,4,Clay,8.24,"30° 5' 30.004"" E","31° 10' 38.098"" N"
1146,Point,2626,1,68,510,1.65,4.12,150,150,5.82,0.73,1.56,108.4,27.1,550,9.45,4.575,1.2,5.5,Clay,7.37,"30° 28' 29.042"" E","31° 8' 35.910"" N"
329,Point,852,1,45,402,1.15,2.1,150,150,3.4,0.15,0.79,112,20,425,7.75,5.375,0.8,4.7,Clay,7.52,"30° 12' 6.355"" E","31° 10' 56.962"" N"
293,Point,815,1,36,603,2.54,2.7,150,150,9.2,0.42,0.65,112,18.3,420,6.325,6.325,0.8,3.85,Clay,8.28,"30° 6' 45.070"" E","31° 11' 27.324"" N"
992,Point,2472,1,68,580,2.1,4.76,150,150,5.56,0.79,1.36,112,12,560,10.8,5.35,1.14,3.9,Clay,7.19,"30° 29' 5.560"" E","31° 12' 23.342"" N"
1001,Point,2481,1,68,268,3.82,7.03,150,150,10.52,1.03,1.52,124,11,460,7.175,7.575,1.32,5.4,Clay,8.13,"30° 25' 38.191"" E","31° 11' 17.526"" N"
613,Point,1427,1,55,226,2,2.3,150,150,7.8,1.16,2,96,17,410,5.325,4.15,0.7,0.15,Clay,8.1,"30° 17' 30.126"" E","31° 4' 45.467"" N"
755,Point,2213,1,115,63,1.5,3.4,120,150,7.5,0.8,0.95,68,25.1,440,3.825,3.95,1.35,4.8,Clay,7.76,"30° 38' 18.840"" E","30° 48' 4.064"" N"
437,Point,1005,1,35,346,2.25,5.9,150,120,8,0.5,1.1,104,32,470,8,5.25,0.8,0.35,Clay,7.53,"30° 4' 0.376"" E","31° 2' 30.434"" N"
176,Point,668,1,66,82,1.52,2,150,150,2.15,1.2,1.45,100.4,20.1,290,4.775,8.85,0.43,2.5,Clay,8.09,"30° 23' 11.723"" E","30° 59' 22.524"" N"
260,Point,779,1,66,657,2.75,5.8,150,150,8.25,0.3,1.65,81.6,22,350,6.775,5.025,0.52,3.8,Clay,7.75,"30° 29' 48.566"" E","30° 55' 53.185"" N"
204,Point,705,1,66,136,1.75,3.7,150,150,7.45,0.6,1.45,92.8,18.6,520,4.275,5.375,0.55,3.5,Clay,7.37,"30° 23' 49.616"" E","30° 58' 50.233"" N"
89,Point,452,1,69,579,1.9,2.8,150,150,7.65,1.98,1.98,80,30,415,3.5,4.5,0.6,5.1,Clay,7.94,"30° 29' 41.257"" E","31° 18' 53.110"" N"
1090,Point,2570,1,69,38,4.6,3.4,150,120,6.45,0.055,0.42,96.4,33.1,500,6.775,8.275,1.1,5.2,Clay,6.97,"30° 23' 4.700"" E","31° 17' 30.206"" N"
908,Point,2381,1,90,44,0.93,1.53,120,150,5.05,1.33,0.64,73.2,43.29,680,6.375,7.05,1.27,6.7,Clay,6.69,"30° 30' 38.321"" E","31° 17' 48.394"" N"
784,Point,2243,1,69,182,2.9,5.5,150,150,7.1,1.85,2.35,84,7.5,285,3.45,4.375,0.61,3.5,Clay,7.54,"30° 24' 38.816"" E","31° 18' 35.584"" N"
39,Point,146,1,54,316,3.99,4.6,150,150,9.5,2.5,1.9,100,13,385,3.85,4.55,0.68,4.5,Clay,7.9,"30° 18' 31.170"" E","30° 54' 28.876"" N"
455,Point,1025,1,35,212,6.9,8.1,150,150,9,2,1.4,136,22,580,5.75,5.5,0.9,4.2,Clay,7.04,"30° 2' 25.133"" E","31° 4' 7.140"" N"
557,Point,1358,1,27,664,4.1,5.1,150,90,14,1.1,2.5,134,8.33,415,8,5.5,0.95,5.1,Clay,7.94,"29° 59' 52.392"" E","31° 7' 4.550"" N"
152,Point,623,1,67,317,5.62,4.59,150,90,5.1,1.2,2.7,54,10.4,360,2.525,8.075,0.66,1.9,Clay,7.98,"30° 25' 59.975"" E","31° 3' 10.583"" N"
650,Point,1471,1,55,83,1.52,2.5,150,150,4.8,0.97,1.48,84,8,410,13.825,5.275,1,5.3,Clay,7.77,"30° 15' 56.193"" E","31° 3' 56.238"" N"
759,Point,2217,1,115,230,0.9,2.2,120,150,10.3,1.1,1.4,52,17.8,400,3,3.425,1.15,4,Clay,8.18,"30° 40' 30.333"" E","30° 48' 53.120"" N"
629,Point,1446,1,55,586,3.1,3.9,150,150,13.6,2.5,1.85,120,8,370,6.75,3.375,0.7,4,Clay,7.83,"30° 21' 35.764"" E","31° 3' 41.814"" N"
415,Point,977,1,44,534,1.26,8.1,150,150,12.5,0.7,1.2,70,26,230,5.275,2.9875,0.9,4.3,Clay,8.8,"30° 13' 45.885"" E","31° 0' 24.427"" N"
310,Point,833,1,35,417,9.6,26.7,110,110,4.5,2.9,1.4,88,19.3,500,6.825,9.275,0.95,5.1,Clay,6.99,"30° 4' 35.727"" E","31° 6' 34.201"" N"
697,Point,1538,1,46,17,4.85,14.85,130,150,2.85,0.67,1.84,68,17,410,6.325,6.675,1,3.8,Clay,8.09,"30° 8' 55.212"" E","31° 15' 15.479"" N"
1032,Point,2512,1,68,65,1.02,2.34,150,150,6.12,0.89,1.73,124,12,385,7,4.675,0.95,2.1,Clay,7.83,"30° 23' 27.151"" E","31° 8' 18.344"" N"
1113,Point,2593,1,89,39,1.48,2.8,150,150,2.8,0.64,2.1,103.2,11,430,7.1,1.75,1.1,4.8,Clay,7.67,"30° 30' 21.448"" E","31° 11' 18.702"" N"
567,Point,1370,1,35,43,6.55,10.9,100,100,6,2.1,1.1,92,28,325,2.75,4.5,0.65,2.3,Clay,8.13,"30° 0' 32.152"" E","31° 3' 50.050"" N"
200,Point,697,1,54,492,10.04,13,120,150,9.4,1.5,1.9,53.6,8.3,470,3.875,10.775,1.08,2.1,Clay,7.72,"30° 20' 23.245"" E","30° 56' 39.343"" N"
926,Point,2400,1,88,608,2.3,2.6,130,150,3.64,0.89,2.1,100,28.7,515,8.3,9.075,1.6,3.4,Clay,7.26,"30° 36' 59.847"" E","31° 3' 45.487"" N"
702,Point,1544,1,69,440,3.2,5.08,150,150,9.7,2.35,2.11,71.4,9.95,480,3.75,4.25,0.8,3.8,Clay,8.25,"30° 27' 49.092"" E","31° 15' 5.374"" N"
931,Point,2405,1,117,120,1.37,1.9,150,150,7.8,0.29,0.85,92,35,435,7.1,10.575,0.55,4.7,Clay,8.06,"30° 38' 53.123"" E","31° 3' 13.340"" N"
83,Point,445,1,69,533,1,3.14,150,100,4.45,2.35,2.11,116,17,445,2.75,5.75,1,3.7,Clay,7.67,"30° 29' 3.705"" E","31° 18' 4.257"" N"
1142,Point,2622,1,89,270,1.1,2.9,120,150,2,0.9,1.5,132.4,7.8,430,8.275,3.45,1,4.35,Clay,8.11,"30° 34' 27.305"" E","31° 9' 58.409"" N"
872,Point,2344,1,67,384,2.01,5.4,150,100,4.9,1.5,2.8,84,16,450,4.6,6.35,1.2,4.35,Clay,7.99,"30° 26' 36.458"" E","31° 6' 41.794"" N"
31,Point,31,1,54,218,2,3.5,150,150,8.4,3.3,1.1,84,17,380,3.825,3.35,0.87,5.1,Clay,7.79,"30° 17' 14.170"" E","30° 58' 15.747"" N"
1051,Point,2531,1,87,568,1.84,4.05,150,150,6.67,2.47,2.19,88,25,375,3,2.75,0.9,2.3,Clay,8.24,"30° 36' 24.400"" E","30° 54' 33.383"" N"
1140,Point,2620,1,89,272,1.73,3.5,150,150,2.9,1.17,1.8,151.2,13.8,480,9.525,6.275,0.95,5.8,Clay,7.95,"30° 34' 27.159"" E","31° 10' 30.878"" N"
194,Point,689,1,54,499,1.76,2.7,150,150,7.1,1.3,2.83,120.4,11.17,250,3.525,6.875,1.02,2.1,Clay,7.72,"30° 20' 22.462"" E","30° 58' 32.983"" N"
906,Point,2379,1,90,27,0.7,2.53,120,150,1.2,0.88,0.65,73.2,43.29,680,6.375,7.05,1.27,6.7,Clay,6.6,"30° 30' 19.415"" E","31° 17' 48.321"" N"
1153,Point,2800,1,115,108,1.1,3.5,120,150,5.6,1.2,0.9,48.77,38.36,226.2,6.22,5.82,2.22,1.5,Clay,9.05,"30° 38' 56.752"" E","30° 46' 42.990"" N"
191,Point,685,1,54,362,3.42,4.5,150,150,10.5,0.8,1.9,134.8,14.99,280,4.1,7.575,1.11,2.7,Clay,7.82,"30° 18' 47.906"" E","30° 59' 21.194"" N"
18,Point,18,1,116,201,1.1,1.6,120,150,2.5,0.95,2.2,74.8,21.9,250,4.6,5.925,0.43,4.1,Clay,8.14,"30° 39' 51.691"" E","30° 53' 45.262"" N"
969,Point,2449,1,87,587,1.45,3.49,150,150,5.25,2.07,1.89,58.4,39.96,675,4.6,10.9,0.65,4.7,Clay,7.41,"30° 36' 23.133"" E","30° 59' 41.849"" N"
464,Point,1035,1,35,145,6.5,4.5,80,80,4.5,2.5,1.3,132,13,475,7,5.25,0.9,4.2,Clay,7.95,"30° 1' 49.228"" E","31° 1' 8.295"" N"
907,Point,2380,1,90,28,1.73,3.21,120,150,2,1.94,0.75,73.2,43.29,680,6.375,7.05,1.27,6.7,Clay,7.14,"30° 30' 19.330"" E","31° 18' 4.555"" N"
142,Point,613,1,67,136,2.76,4.3,150,100,4.8,1.5,2.9,100,15,400,4.45,2.35,0.98,4,Clay,8.23,"30° 23' 46.745"" E","31° 6' 24.794"" N"
100,Point,463,1,57,469,5.3,14.6,150,90,2.4,1.4,1.75,100,25,550,9.4625,6.275,0.91,4.9,Clay,6.82,"30° 22' 8.962"" E","31° 15' 3.827"" N"
